Num_Acc,adr,codeinsee,latitude,longitude,result_label,result_score,result_type,result_id,result_housenumber,result_name,result_street,result_postcode,result_city,result_context,result_citycode
201500049986,A50-Sens Aubagne vers*Ma,13055,,,,,,,,,,,,,
201500049990,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500049990,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500049991,A55-Sens Marseille*vers,13055,,,,,,,,,,,,,
201500049991,A55-Sens Marseille*vers,13055,,,,,,,,,,,,,
201500049994,A557-Liaison A7*Marseill,13055,,,,,,,,,,,,,
201500049994,A557-Liaison A7*Marseill,13055,,,,,,,,,,,,,
201500049996,A557-Liaison A7*Marseill,13055,,,,,,,,,,,,,
201500049996,A557-Liaison A7*Marseill,13055,,,,,,,,,,,,,
201500049998,A50-Sens Aubagne vers*Ma,13055,,,,,,,,,,,,,
201500049998,A50-Sens Aubagne vers*Ma,13055,,,,,,,,,,,,,
201500049999,A50-Sens Aubagne vers Ma,13055,,,,,,,,,,,,,
201500049999,A50-Sens Aubagne vers Ma,13055,,,,,,,,,,,,,
201500049999,A50-Sens Aubagne vers Ma,13055,,,,,,,,,,,,,
201500049999,A50-Sens Aubagne vers Ma,13055,,,,,,,,,,,,,
201500050000,A50-Sens Marseille*vers,13055,,,,,,,,,,,,,
201500050000,A50-Sens Marseille*vers,13055,,,,,,,,,,,,,
201500050000,A50-Sens Marseille*vers,13055,,,,,,,,,,,,,
201500050001,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050001,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050001,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050001,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050001,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050001,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050004,Sens Aubagne vers*Marsei,13055,,,,,,,,,,,,,
201500050004,Sens Aubagne vers*Marsei,13055,,,,,,,,,,,,,
201500050006,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050006,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050006,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050008,A55-Sens Marseille vers,13055,,,,,,,,,,,,,
201500050008,A55-Sens Marseille vers,13055,,,,,,,,,,,,,
201500050008,A55-Sens Marseille vers,13055,,,,,,,,,,,,,
201500050008,A55-Sens Marseille vers,13055,,,,,,,,,,,,,
201500050010,A7-Sens Lyon vers Marsei,13055,,,,,,,,,,,,,
201500050010,A7-Sens Lyon vers Marsei,13055,,,,,,,,,,,,,
201500050010,A7-Sens Lyon vers Marsei,13055,,,,,,,,,,,,,
201500050010,A7-Sens Lyon vers Marsei,13055,,,,,,,,,,,,,
201500050012,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050012,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050012,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050012,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050020,A55-Sens Marseille vers,13055,,,,,,,,,,,,,
201500050020,A55-Sens Marseille vers,13055,,,,,,,,,,,,,
201500050025,A7-Sens Lyon vers Marsei,13055,,,,,,,,,,,,,
201500050025,A7-Sens Lyon vers Marsei,13055,,,,,,,,,,,,,
201500050025,A7-Sens Lyon vers Marsei,13055,,,,,,,,,,,,,
201500050028,A50-Sens Aubagne vers Ma,13055,,,,,,,,,,,,,
201500050028,A50-Sens Aubagne vers Ma,13055,,,,,,,,,,,,,
201500050028,A50-Sens Aubagne vers Ma,13055,,,,,,,,,,,,,
201500050028,A50-Sens Aubagne vers Ma,13055,,,,,,,,,,,,,
201500050030,TVPCD-Sens Les Ports ver,13055,,,,,,,,,,,,,
201500050030,TVPCD-Sens Les Ports ver,13055,,,,,,,,,,,,,
201500050032,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050032,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050033,A55-Sens Martigues*vers,13055,,,,,,,,,,,,,
201500050033,A55-Sens Martigues*vers,13055,,,,,,,,,,,,,
201500050037,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050037,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050037,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050037,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050038,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050038,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050040,A55-Sens Marseille*vers,13055,,,,,,,,,,,,,
201500050040,A55-Sens Marseille*vers,13055,,,,,,,,,,,,,
201500050040,A55-Sens Marseille*vers,13055,,,,,,,,,,,,,
201500050042,Tunnel Joliette vers A.5,13055,,,,,,,,,,,,,
201500050042,Tunnel Joliette vers A.5,13055,,,,,,,,,,,,,
201500050043,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050043,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050043,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050043,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050044,A50-Sens Marseille*vers,13055,,,,,,,,,,,,,
201500050044,A50-Sens Marseille*vers,13055,,,,,,,,,,,,,
201500050044,A50-Sens Marseille*vers,13055,,,,,,,,,,,,,
201500050044,A50-Sens Marseille*vers,13055,,,,,,,,,,,,,
201500050044,A50-Sens Marseille*vers,13055,,,,,,,,,,,,,
201500050044,A50-Sens Marseille*vers,13055,,,,,,,,,,,,,
201500050047,A7-Sens Marseille vers*L,13055,,,,,,,,,,,,,
201500050047,A7-Sens Marseille vers*L,13055,,,,,,,,,,,,,
201500050048,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050048,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050051,Tunnel Prado Car?nage,13055,,,,,,,,,,,,,
201500050051,Tunnel Prado Car?nage,13055,,,,,,,,,,,,,
201500050051,Tunnel Prado Car?nage,13055,,,,,,,,,,,,,
201500050052,Sens Aubagne vers*Marsei,13055,,,,,,,,,,,,,
201500050052,Sens Aubagne vers*Marsei,13055,,,,,,,,,,,,,
201500050052,Sens Aubagne vers*Marsei,13055,,,,,,,,,,,,,
201500050060,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050060,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050061,A50-Sens Aubagne vers*Ma,13055,,,,,,,,,,,,,
201500050061,A50-Sens Aubagne vers*Ma,13055,,,,,,,,,,,,,
201500050061,A50-Sens Aubagne vers*Ma,13055,,,,,,,,,,,,,
201500050062,TVPCD-Sens Les Ports*ver,13055,,,,,,,,,,,,,
201500050063,A557-Liaison A7*Marseill,13055,,,,,,,,,,,,,
201500050066,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050066,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050066,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050069,A55-Sens Martigues*vers,13055,,,,,,,,,,,,,
201500050069,A55-Sens Martigues*vers,13055,,,,,,,,,,,,,
201500050069,A55-Sens Martigues*vers,13055,,,,,,,,,,,,,
201500050071,Sens Aubagne vers*Marsei,13055,,,,,,,,,,,,,
201500050071,Sens Aubagne vers*Marsei,13055,,,,,,,,,,,,,
201500050072,A50-Sens Marseille*vers,13055,,,,,,,,,,,,,
201500050073,A50-Sens Aubagne vers*Ma,13055,,,,,,,,,,,,,
201500050073,A50-Sens Aubagne vers*Ma,13055,,,,,,,,,,,,,
201500050078,A50-Sens Marseille*vers,13055,,,,,,,,,,,,,
201500050078,A50-Sens Marseille*vers,13055,,,,,,,,,,,,,
201500050078,A50-Sens Marseille*vers,13055,,,,,,,,,,,,,
201500050078,A50-Sens Marseille*vers,13055,,,,,,,,,,,,,
201500050080,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050080,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050081,A50-Sens Aubagne*vers Ma,13055,,,,,,,,,,,,,
201500050081,A50-Sens Aubagne*vers Ma,13055,,,,,,,,,,,,,
201500050081,A50-Sens Aubagne*vers Ma,13055,,,,,,,,,,,,,
201500050082,A7-Sens Lyon*vers Marsei,13055,,,,,,,,,,,,,
201500050082,A7-Sens Lyon*vers Marsei,13055,,,,,,,,,,,,,
201500050082,A7-Sens Lyon*vers Marsei,13055,,,,,,,,,,,,,
201500050082,A7-Sens Lyon*vers Marsei,13055,,,,,,,,,,,,,
201500050082,A7-Sens Lyon*vers Marsei,13055,,,,,,,,,,,,,
201500050086,A55-Sens Martigues*vers,13055,,,,,,,,,,,,,
201500050087,A50-Sens Aubagne vers*Ma,13055,,,,,,,,,,,,,
201500050087,A50-Sens Aubagne vers*Ma,13055,,,,,,,,,,,,,
201500050088,A7-Sens Lyon vers^Marsei,13055,,,,,,,,,,,,,
201500050088,A7-Sens Lyon vers^Marsei,13055,,,,,,,,,,,,,
201500050092,A55-Sens Marseille*vers,13055,,,,,,,,,,,,,
201500050094,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050094,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050094,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050096,A7-Sens Marseille vers�L,13055,,,,,,,,,,,,,
201500050096,A7-Sens Marseille vers�L,13055,,,,,,,,,,,,,
201500050096,A7-Sens Marseille vers�L,13055,,,,,,,,,,,,,
201500050096,A7-Sens Marseille vers�L,13055,,,,,,,,,,,,,
201500050097,A50-Sens Marseille*vers,13055,,,,,,,,,,,,,
201500050099,A50-Sens Aubagne vers*Ma,13055,,,,,,,,,,,,,
201500050100,TVPCD-Sens Les Ports ver,13055,,,,,,,,,,,,,
201500050100,TVPCD-Sens Les Ports ver,13055,,,,,,,,,,,,,
201500050103,A7-Sens Lyon vers Marsei,13055,,,,,,,,,,,,,
201500050103,A7-Sens Lyon vers Marsei,13055,,,,,,,,,,,,,
201500050103,A7-Sens Lyon vers Marsei,13055,,,,,,,,,,,,,
201500050104,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050104,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050107,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050107,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050108,A55-Sens Marseille*vers,13055,,,,,,,,,,,,,
201500050108,A55-Sens Marseille*vers,13055,,,,,,,,,,,,,
201500050109,TVPCM-Sens Saint Victor,13055,,,,,,,,,,,,,
201500050110,Sens Aubagne vers*Marsei,13055,,,,,,,,,,,,,
201500050110,Sens Aubagne vers*Marsei,13055,,,,,,,,,,,,,
201500050110,Sens Aubagne vers*Marsei,13055,,,,,,,,,,,,,
201500050112,Sens Aubagne vers*Marsei,13055,,,,,,,,,,,,,
201500050112,Sens Aubagne vers*Marsei,13055,,,,,,,,,,,,,
201500050112,Sens Aubagne vers*Marsei,13055,,,,,,,,,,,,,
201500050112,Sens Aubagne vers*Marsei,13055,,,,,,,,,,,,,
201500050113,A55-Sens Marseille*vers,13055,,,,,,,,,,,,,
201500050113,A55-Sens Marseille*vers,13055,,,,,,,,,,,,,
201500050113,A55-Sens Marseille*vers,13055,,,,,,,,,,,,,
201500050113,A55-Sens Marseille*vers,13055,,,,,,,,,,,,,
201500050114,A50-Sens Marseille*vers,13055,,,,,,,,,,,,,
201500050114,A50-Sens Marseille*vers,13055,,,,,,,,,,,,,
201500050116,A55-Sens Martigues*vers,13055,,,,,,,,,,,,,
201500050116,A55-Sens Martigues*vers,13055,,,,,,,,,,,,,
201500050116,A55-Sens Martigues*vers,13055,,,,,,,,,,,,,
201500050118,A7-Sens Marseille vers*L,13055,,,,,,,,,,,,,
201500050118,A7-Sens Marseille vers*L,13055,,,,,,,,,,,,,
201500050119,A55-Sens Marseille*vers,13055,,,,,,,,,,,,,
201500050119,A55-Sens Marseille*vers,13055,,,,,,,,,,,,,
201500050124,A7-Sens Lyon vers Marsei,13055,,,,,,,,,,,,,
201500050124,A7-Sens Lyon vers Marsei,13055,,,,,,,,,,,,,
201500050129,A50-Sens Aubagne vers*Ma,13055,,,,,,,,,,,,,
201500050129,A50-Sens Aubagne vers*Ma,13055,,,,,,,,,,,,,
201500050129,A50-Sens Aubagne vers*Ma,13055,,,,,,,,,,,,,
201500050129,A50-Sens Aubagne vers*Ma,13055,,,,,,,,,,,,,
201500050129,A50-Sens Aubagne vers*Ma,13055,,,,,,,,,,,,,
201500050131,A7-Sens Marseille vers*L,13055,,,,,,,,,,,,,
201500050149,A50-Sens Aubagne vers*Ma,13055,,,,,,,,,,,,,
201500050151,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050151,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050151,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050151,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050151,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050158,A55-Sens Martigues*vers,13055,,,,,,,,,,,,,
201500050162,Axe Littoral Sens*Nord -,13055,,,,,,,,,,,,,
201500050163,A55-Sens Marseille*vers,13055,,,,,,,,,,,,,
201500050163,A55-Sens Marseille*vers,13055,,,,,,,,,,,,,
201500050163,A55-Sens Marseille*vers,13055,,,,,,,,,,,,,
201500050166,A50-Sens Aubagne vers*Ma,13055,,,,,,,,,,,,,
201500050166,A50-Sens Aubagne vers*Ma,13055,,,,,,,,,,,,,
201500050167,A55-Sens Martigues*vers,13055,,,,,,,,,,,,,
201500050167,A55-Sens Martigues*vers,13055,,,,,,,,,,,,,
201500050170,A50-Sens Aubagne vers*Ma,13055,,,,,,,,,,,,,
201500050170,A50-Sens Aubagne vers*Ma,13055,,,,,,,,,,,,,
201500050173,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050173,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050175,Tunnel Joliette*vers A.5,13055,,,,,,,,,,,,,
201500050175,Tunnel Joliette*vers A.5,13055,,,,,,,,,,,,,
201500050176,TVPCM-Sens Saint*Victor,13055,,,,,,,,,,,,,
201500050176,TVPCM-Sens Saint*Victor,13055,,,,,,,,,,,,,
201500050176,TVPCM-Sens Saint*Victor,13055,,,,,,,,,,,,,
201500050180,Sens Aubagne vers*Marsei,13055,,,,,,,,,,,,,
201500050180,Sens Aubagne vers*Marsei,13055,,,,,,,,,,,,,
201500050180,Sens Aubagne vers*Marsei,13055,,,,,,,,,,,,,
201500050180,Sens Aubagne vers*Marsei,13055,,,,,,,,,,,,,
201500050183,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050183,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050186,A55-Sens Martigues*vers,13055,,,,,,,,,,,,,
201500050186,A55-Sens Martigues*vers,13055,,,,,,,,,,,,,
201500050188,A7-Sens Lyon vers Marsei,13055,,,,,,,,,,,,,
201500050188,A7-Sens Lyon vers Marsei,13055,,,,,,,,,,,,,
201500050194,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050194,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050194,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050194,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050194,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050194,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050194,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050195,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050198,A7-Sens Marseille vers L,13055,,,,,,,,,,,,,
201500050198,A7-Sens Marseille vers L,13055,,,,,,,,,,,,,
201500050198,A7-Sens Marseille vers L,13055,,,,,,,,,,,,,
201500050198,A7-Sens Marseille vers L,13055,,,,,,,,,,,,,
201500050198,A7-Sens Marseille vers L,13055,,,,,,,,,,,,,
201500050199,A50-Sens Marseille*vers,13055,,,,,,,,,,,,,
201500050199,A50-Sens Marseille*vers,13055,,,,,,,,,,,,,
201500050201,TVPCM-Sens Saint*Victor,13055,,,,,,,,,,,,,
201500050201,TVPCM-Sens Saint*Victor,13055,,,,,,,,,,,,,
201500050204,S10CD-Sens Aubagne%vers,13055,,,,,,,,,,,,,
201500050204,S10CD-Sens Aubagne%vers,13055,,,,,,,,,,,,,
201500050205,A7-Sens Marseille vers*L,13055,,,,,,,,,,,,,
201500050205,A7-Sens Marseille vers*L,13055,,,,,,,,,,,,,
201500050206,A55-Sens Marseille*vers,13055,,,,,,,,,,,,,
201500050206,A55-Sens Marseille*vers,13055,,,,,,,,,,,,,
201500050206,A55-Sens Marseille*vers,13055,,,,,,,,,,,,,
201500050207,A50-Sens Marseille*vers,13055,,,,,,,,,,,,,
201500050207,A50-Sens Marseille*vers,13055,,,,,,,,,,,,,
201500050207,A50-Sens Marseille*vers,13055,,,,,,,,,,,,,
201500050207,A50-Sens Marseille*vers,13055,,,,,,,,,,,,,
201500050210,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050210,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050210,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050210,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050210,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050210,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050210,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050210,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050214,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050214,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050220,A50-Sens Marseille*vers,13055,,,,,,,,,,,,,
201500050220,A50-Sens Marseille*vers,13055,,,,,,,,,,,,,
201500050220,A50-Sens Marseille*vers,13055,,,,,,,,,,,,,
201500050220,A50-Sens Marseille*vers,13055,,,,,,,,,,,,,
201500050220,A50-Sens Marseille*vers,13055,,,,,,,,,,,,,
201500050220,A50-Sens Marseille*vers,13055,,,,,,,,,,,,,
201500050225,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050225,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050225,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050225,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050231,A55-Sens Marseille*vers,13055,,,,,,,,,,,,,
201500050231,A55-Sens Marseille*vers,13055,,,,,,,,,,,,,
201500050231,A55-Sens Marseille*vers,13055,,,,,,,,,,,,,
201500050234,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050234,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050234,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050238,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050238,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050238,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050238,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050238,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050238,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050241,A55-Sens Marseille vers,13055,,,,,,,,,,,,,
201500050241,A55-Sens Marseille vers,13055,,,,,,,,,,,,,
201500050241,A55-Sens Marseille vers,13055,,,,,,,,,,,,,
201500050241,A55-Sens Marseille vers,13055,,,,,,,,,,,,,
201500050242,A55-Sens Martigues*vers,13055,,,,,,,,,,,,,
201500050243,A55-Sens Martigues*vers,13055,,,,,,,,,,,,,
201500050245,A55-Sens Martigues *,13055,,,,,,,,,,,,,
201500050246,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050247,A50-Sens Marseille*vers,13055,,,,,,,,,,,,,
201500050247,A50-Sens Marseille*vers,13055,,,,,,,,,,,,,
201500050250,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050250,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050252,A7-Sens Marseille vers*L,13055,,,,,,,,,,,,,
201500050252,A7-Sens Marseille vers*L,13055,,,,,,,,,,,,,
201500050256,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050256,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050256,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050257,A55-Sens Martigues*vers,13055,,,,,,,,,,,,,
201500050259,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050259,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050259,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050259,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050263,A7-Sens Marseille vers*L,13055,,,,,,,,,,,,,
201500050263,A7-Sens Marseille vers*L,13055,,,,,,,,,,,,,
201500050263,A7-Sens Marseille vers*L,13055,,,,,,,,,,,,,
201500050263,A7-Sens Marseille vers*L,13055,,,,,,,,,,,,,
201500050264,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050264,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050264,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050268,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050272,A50-Sens Marseille*vers,13055,,,,,,,,,,,,,
201500050275,A50-Sens Marseille*vers,13055,,,,,,,,,,,,,
201500050275,A50-Sens Marseille*vers,13055,,,,,,,,,,,,,
201500050276,A50-Sens Aubagne vers*Ma,13055,,,,,,,,,,,,,
201500050276,A50-Sens Aubagne vers*Ma,13055,,,,,,,,,,,,,
201500050278,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050278,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050278,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050279,A50-Sens Aubagne vers*Ma,13055,,,,,,,,,,,,,
201500050279,A50-Sens Aubagne vers*Ma,13055,,,,,,,,,,,,,
201500050282,A55-Sens Marseille v*ers,13055,,,,,,,,,,,,,
201500050286,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050286,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050287,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050287,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050289,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050289,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050289,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050291,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050291,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050291,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050291,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050293,Tunnel Joliette Marseill,13055,,,,,,,,,,,,,
201500050293,Tunnel Joliette Marseill,13055,,,,,,,,,,,,,
201500050293,Tunnel Joliette Marseill,13055,,,,,,,,,,,,,
201500050293,Tunnel Joliette Marseill,13055,,,,,,,,,,,,,
201500050296,A7-Sens Marseille vers L,13055,,,,,,,,,,,,,
201500050296,A7-Sens Marseille vers L,13055,,,,,,,,,,,,,
201500050297,A50-Sens Aubagne vers*Ma,13055,,,,,,,,,,,,,
201500050297,A50-Sens Aubagne vers*Ma,13055,,,,,,,,,,,,,
201500050298,A50-Sens Aubagne vers*Ma,13055,,,,,,,,,,,,,
201500050298,A50-Sens Aubagne vers*Ma,13055,,,,,,,,,,,,,
201500050301,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050301,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050301,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050301,A7-Sens Lyon vers*Marsei,13055,,,,,,,,,,,,,
201500050303,A55-Sens Marseille vers,13055,,,,,,,,,,,,,
201500050303,A55-Sens Marseille vers,13055,,,,,,,,,,,,,
201500050304,A7-Sens Lyon vers Marsei,13055,,,,,,,,,,,,,
201500050304,A7-Sens Lyon vers Marsei,13055,,,,,,,,,,,,,
201500050306,Tunnel Joliette Marseill,13055,,,,,,,,,,,,,
201500050306,Tunnel Joliette Marseill,13055,,,,,,,,,,,,,
201500050306,Tunnel Joliette Marseill,13055,,,,,,,,,,,,,
201500050308,S10CM-Sens Marseille ver,13055,,,,,,,,,,,,,
201500050308,S10CM-Sens Marseille ver,13055,,,,,,,,,,,,,
201500050308,S10CM-Sens Marseille ver,13055,,,,,,,,,,,,,
201500050309,S10CM-Sens Marseille*ver,13055,,,,,,,,,,,,,
201500050309,S10CM-Sens Marseille*ver,13055,,,,,,,,,,,,,
201500050309,S10CM-Sens Marseille*ver,13055,,,,,,,,,,,,,
201500050310,A55-Sens Martigues vers,13055,,,,,,,,,,,,,
201500050310,A55-Sens Martigues vers,13055,,,,,,,,,,,,,
201500050311,A50-Sens Aubagne vers*Ma,13055,,,,,,,,,,,,,
201500050311,A50-Sens Aubagne vers*Ma,13055,,,,,,,,,,,,,
201500050312,A55-Sens Martigues*vers,13055,,,,,,,,,,,,,
201500050312,A55-Sens Martigues*vers,13055,,,,,,,,,,,,,
201500050315,A7-Sens Marseille vers*L,13055,,,,,,,,,,,,,
201500050315,A7-Sens Marseille vers*L,13055,,,,,,,,,,,,,
201500050317,A55-Sens Marseille*vers,13055,,,,,,,,,,,,,
201500050317,A55-Sens Marseille*vers,13055,,,,,,,,,,,,,
201500050317,A55-Sens Marseille*vers,13055,,,,,,,,,,,,,
201500050319,A55-Sens Martigues*vers,13055,,,,,,,,,,,,,
201500050319,A55-Sens Martigues*vers,13055,,,,,,,,,,,,,
201500050319,A55-Sens Martigues*vers,13055,,,,,,,,,,,,,
201500050319,A55-Sens Martigues*vers,13055,,,,,,,,,,,,,
201500050319,A55-Sens Martigues*vers,13055,,,,,,,,,,,,,
201500050319,A55-Sens Martigues*vers,13055,,,,,,,,,,,,,
201500050319,A55-Sens Martigues*vers,13055,,,,,,,,,,,,,
201500050319,A55-Sens Martigues*vers,13055,,,,,,,,,,,,,
201500050320,A55-Sens Marseille*vers,13055,,,,,,,,,,,,,
201500050322,Tunnel Joliette*Marseill,13055,,,,,,,,,,,,,
201500050323,Tunnel Prado Car�nage,13055,,,,,,,,,,,,,
201500050323,Tunnel Prado Car�nage,13055,,,,,,,,,,,,,
201500050323,Tunnel Prado Car�nage,13055,,,,,,,,,,,,,
201500050324,A55-Sens Martigues vers,13055,,,,,,,,,,,,,
201500050324,A55-Sens Martigues vers,13055,,,,,,,,,,,,,
201500050324,A55-Sens Martigues vers,13055,,,,,,,,,,,,,
201500050324,A55-Sens Martigues vers,13055,,,,,,,,,,,,,
